,title,authors,average_rating,language_code
2296,Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder/Richard  Hull,3.99,eng
2297,Constructing the Little House: Gender  Culture  and Laura Ingalls Wilder,Ann Romines,3.7,eng
2298,These Happy Golden Years (Little House  #8),Laura Ingalls Wilder/Cherry Jones/Paul Woodiel,4.19,eng
2299,Farmer Boy (Little House  #2),Laura Ingalls Wilder/Garth Williams,4.07,eng
2300,Little Town on the Prairie  (Little House  #7),Laura Ingalls Wilder/Garth Williams,4.19,eng
2301,Christmas Stories (Little House Chapter Books: Laura  #10),Laura Ingalls Wilder/Renée Graef/Heather Henson,4.21,eng
2302,My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier,4.03,eng
2303,Christmas in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.2,eng
2304,The Long Winter (Little House  #6),Laura Ingalls Wilder/Garth Williams,4.14,eng
2305,A Little House Birthday,Laura Ingalls Wilder/Doris Ettlinger,4.14,eng
2306,The Deer in the Wood,Laura Ingalls Wilder/Renée Graef,4.17,eng
2307,The First Four Years  (Little House  #9),Laura Ingalls Wilder/Garth Williams,3.89,eng
2308,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,Barbara M. Walker/Garth Williams,4.15,eng
2309,Little House on the Prairie (Little House  #3),Laura Ingalls Wilder/Garth Williams,4.19,eng
2310,Let the Hurricane Roar,Rose Wilder Lane,3.96,eng
2311,Little House in the Big Woods (Little House  #1),Laura Ingalls Wilder/Garth Williams,4.18,eng
2312,Flowers (Eyewitness Explorers),David Burnie,3.85,eng
2313,Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie/Don E. Wilson,4.51,eng
2314,The Making Of Disney's Animal Kingdom Theme Park,Melody Malmberg/Walt Disney Company,4.32,eng
2315,El Reino Animal,Sergio Ramírez,3.69,spa
2316,Tree (Eyewitness Books),David Burnie/Peter K. Chadwick,4.02,eng
2317,Insects & Spiders,David Burnie,4.5,eng
2318,The Prophet of Yonwood,Jeanne DuPrau,3.27,eng
2319,Muhammad: A Prophet for Our Time,Karen Armstrong,4.08,eng
2320,Prophet,Frank E. Peretti,3.94,eng
2321,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),Elizabeth Clare Prophet,4.21,eng
2322,Hailstones and Halibut Bones,Mary O'Neill/John Wallner,4.31,eng
2323,The Second Sex,Simone de Beauvoir/H.M. Parshley/Margaret Crosland,4.12,eng
2324,The Second Sex,Simone de Beauvoir/H.M. Parshley,4.12,eng
2325,The Church and the Second Sex,Mary Daly,3.84,eng
2326,Thomas Jefferson (Oxford Portraits),R.B. Bernstein,4.01,eng
2327,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,Thomas Jefferson,3.82,eng
2328,Who Was Thomas Jefferson?,Dennis Brindell Fradin/Nancy Harrison/John   O'Brien,4.07,eng
2329,The Man Who Listens to Horses,Monty Roberts/Lucy Grealy/Lawrence Scanlan,4.12,eng
2330,Under Orders (Sid Halley  #4),Dick Francis,3.87,eng
2331,For Kicks,Dick Francis,4.0,eng
2332,Forfeit,Dick Francis,3.94,eng
2333,Dead Cert,Dick Francis,3.97,eng
2334,Rat Race,Dick Francis,3.98,eng
2335,Reflex,Dick Francis,4.07,eng
2336,Decider,Dick Francis,3.99,eng
2337,Slay Ride,Dick Francis,3.82,eng
2338,Bonecrack,Dick Francis,4.0,eng
2339,Nerve,Dick Francis,4.04,eng
2340,Break In (Kit Fielding  #1),Dick Francis,4.05,eng
2341,Blood Sport,Dick Francis,3.89,eng
2342,Straight,Dick Francis,4.05,eng
2343,10 lb Penalty,Dick Francis,3.9,eng
2344,Trial Run,Dick Francis,3.83,eng
2345,Wild Horses,Dick Francis,3.91,eng
2346,Field of Thirteen,Dick Francis,3.73,eng
2347,Driving Force,Dick Francis,3.96,eng
2348,Flying Finish,Dick Francis,3.97,eng
2349,Bolt (Kit Fielding  #2),Dick Francis,4.04,eng
2350,Come to Grief (Sid Halley  #3),Dick Francis,4.01,eng
2351,Enquiry,Dick Francis,3.96,eng
2352,Odds Against (Sid Halley  #1),Dick Francis,4.06,eng
2353,Banker,Dick Francis,4.06,eng
2354,Whip Hand (Sid Halley  #2),Dick Francis,4.1,eng
2355,A Jockey's Life: The Biography of Lester Piggott,Dick Francis,3.59,eng
2356,The Dick Francis Treasury of Great Racing Stories,Dick Francis/John Welcome,3.79,eng
2357,Come to Grief / Decider / Wild Horses,Dick Francis,4.09,eng
2358,Odds Against,Dick Francis,4.06,eng
2359,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss/Bonnie Timmons,4.15,eng
2360,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,Lynne Truss,3.33,eng
2361,The Spice and Herb Bible,Ian Hemphill/Kate Hemphill,4.25,eng
2362,Master and Commander (Aubrey/Maturin   #1),Patrick O'Brian,4.1,eng
2363,The Making of Master and Commander: The Far Side of the World,Tom McGregor,3.97,eng
2364,The Ionian Mission (Aubrey/Maturin  #8),Patrick O'Brian/Simon Vance,4.32,eng
2365,Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,3.8,eng
2366,Strange Sounds: Music  Technology & Culture,Timothy D. Taylor,3.77,eng
2367,Stanley Park,Timothy  Taylor,3.57,eng
2368,Crow Lake,Mary Lawson,3.88,eng
2369,Xenocide (Ender's Saga  #3),Orson Scott Card/Piotr W. Cholewa,3.79,eng
2370,The Life of Sir Arthur Conan Doyle,John Dickson Carr/Daniel Stashower,4.01,eng
2371,The Lost World (TV Tie-in),Arthur Conan Doyle/Philip Gooden,3.92,eng
2372,Las aventuras de Sherlock Holmes,Arthur Conan Doyle/Javier Gomez Rea,4.33,eng
2373,Wild Ducks Flying Backward,Tom Robbins,3.55,eng
2374,Unlimited Power: The New Science Of Personal Achievement,Anthony Robbins/Kenneth H. Blanchard/Jason Winters,4.23,eng
2375,Robbins and Cotran Review of Pathology,Edward C. Klatt/Vinay   Kumar,4.33,eng
2376,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,eng
2377,Jitterbug Perfume,Tom Robbins,4.25,eng
2378,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,4.2,eng
2379,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,4.09,eng
2380,The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),Douglas Adams/Martin  Freeman,4.22,eng
2381,Starship Titanic,Terry Jones/Marie-Catherine Caillava,3.6,fre
2382,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,eng
2383,The Illustrated Hitchhiker's Guide To The Galaxy,Douglas Adams,4.35,eng
2384,Margaret Atwood: The Handmaid's Tale,Hélène Greven-Borde,4.27,fre
2385,Point to Point Navigation,Gore Vidal,3.7,eng
2386,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,3.77,eng
2387,Palimpsest,Gore Vidal,3.99,eng
2388,Lincoln,Gore Vidal,4.21,eng
2389,Burr,Gore Vidal,4.07,eng
2390,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,4.04,eng
2391,Comfort Me With Apples,Ruth Reichl,4.04,eng
2392,The Last Temptation of Christ,Nikos Kazantzakis/Peter A. Bien,4.16,eng
2393,Her Last Temptation,Leslie Kelly,3.59,eng
2394,The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,4.01,eng
2395,The Last Temptation,Nikos Kazantzakis/Peter A. Bien,4.16,eng
2396,Desert Dawn,Waris Dirie/Jeanne D'Haem,3.83,eng
2397,Desert Flower,Waris Dirie/Cathleen Miller,4.15,eng
2398,Desert Children,Waris Dirie/Corinna Milborn/Sheelagh Alabaster,3.71,eng
2399,L'Aube du désert,Waris Dirie/Jeanne d' Haem,3.83,fre
2400,The Beach,Joanna Strange,3.84,eng
2401,The Weekenders: Travels in the Heart of Africa,W.F. Deedes/Sue Ryan/Alex Garland/Tony Hawks/Andrew O'Hagan/Irvine Welsh/Giles Foden/Victoria Glendinning,3.16,eng
2402,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,3.69,eng
2403,Feel the Fear . . . and Do It Anyway,Susan  Jeffers,4.03,eng
2404,Touch & Feel: Animals Boxed Set,Jennifer Quasha/Deni Brown/Dawn Sirett,4.04,eng
2405,Today I Feel Silly  Other Moods That Make My Day,Jamie Lee Curtis/Laura Cornell,4.16,eng
2406,My First Word Touch and Feel,Anne Millard,3.79,eng
2407,When I Feel Angry,Nancy Cote/Cornelia Maude Spelman,3.98,eng
2408,Violet's House: A Giant Touch-and-Feel Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,4.0,eng
2409,The White Masai,Corinne Hofmann/Peter Millar,3.45,eng
2410,The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda/Chris Sheban/Margaret Sayers Peden,4.14,eng
2411,Ahora sabréis lo que es correr,Dave Eggers/María Victoria Alonso Blanco,3.63,spa
2412,The Burgess Bird Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.31,eng
2413,The Burgess Animal Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.26,eng
2414,The Adventures of Jimmy Skunk,Thornton W. Burgess/Thea Kliros/Harrison Cady,4.14,eng
2415,The Wanting Seed,Anthony Burgess,3.71,eng
2416,A Clockwork Orange,Anthony Burgess/Blake Morrison,3.99,eng
2417,A Clockwork Orange,Anthony Burgess,3.99,eng
2418,Clockwork Orange,Anthony Burgess,3.99,ger
2419,A Clockwork Orange (Stage Play),Anthony Burgess,3.84,eng
2420,One Hand Clapping,Anthony Burgess,3.82,eng
2421,The Doctor is Sick,Anthony Burgess,3.62,eng
2422,Earthly Powers,Anthony Burgess,4.16,eng
2423,Past Mortem,Ben Elton,3.75,eng
2424,This Other Eden,Ben Elton,3.72,eng
2425,Saint-Exupéry,Stacy Schiff/Antoine de Saint-Exupéry,4.02,eng
2426,Le Petit Prince,Antoine de Saint-Exupéry,4.31,fre
2427,Macbeth,William Shakespeare,3.9,eng
2428,Macbeth,William Shakespeare/Alan Durband,3.9,eng
2429,Death of a Scriptwriter (Hamish Macbeth  #14),M.C. Beaton,3.79,eng
2430,Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,3.83,eng
2431,Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,3.83,eng
2432,Cliffs Notes on Shakespeare's Macbeth,Alex Went,3.59,eng
2433,Death of an Addict (Hamish Macbeth  #15),M.C. Beaton,3.8,eng
2434,A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,eng
2435,Who Was William Shakespeare?,Celeste Davidson Mannis/John   O'Brien,4.05,eng
2436,Planet of the Apes,Pierre Boulle/Xan Fielding,3.95,eng
2437,Planet of the Apes: Colony,William T. Quick,3.62,eng
2438,Planet of the Apes  Volume 1: Old Gods,Ian Edginton,2.62,eng
2439,Planet of the Apes: The Fall,William T. Quick,2.92,eng
2440,Return to the Planet of the Apes #2: Escape from Terror Lagoon,William Arrow,3.0,eng
2441,Return to the Planet of the Apes:  Visions from Nowhere,William Arrow,3.33,eng
2442,Planet of the Apes: The Human War,Ian Edginton,3.28,eng
2443,Battle for the Planet of the Apes,David Gerrold/John William Corrington/Joyce Hooper Corrington,3.66,eng
2444,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,eng
2445,The War of the Worlds,H.G. Wells/Arthur C. Clarke,3.82,eng
2446,The Second World War: A Complete History,Martin  Gilbert,4.2,eng
2447,A Short History of World War II,James L. Stokesbury,3.95,eng
2448,The Complete Science Fiction Treasury of H.G. Wells,H.G. Wells,4.14,eng
2449,Best Science Fiction Stories of H. G. Wells,H.G. Wells,3.84,eng
2450,The Invisible Man,H.G. Wells,3.64,eng
2451,The Hound of the Baskervilles,Arthur Conan Doyle/Anne Perry/Sidney Paget,4.11,eng
2452,The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle/David Timson,4.11,eng
2453,The Hound of the Baskervilles,Arthur Conan Doyle/Pam Smy,4.11,eng
2454,Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),Malvina G. Vogel/Arthur Conan Doyle,4.51,eng
2455,Jamie's Italy,Jamie Oliver/David Loftus/Chris Terry,4.01,eng
2456,Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry,4.07,eng
2457,The Lake of Souls (Cirque du Freak #10),Darren Shan,4.18,eng
2458,Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,4.01,eng
2459,Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,3.82,eng
2460,Vampire Mountain (Cirque Du Freak  #4),Darren Shan,4.16,eng
2461,Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk/The Voice of the Martyrs,4.21,eng
2462,Trials of Death (Cirque Du Freak  #5),Darren Shan,4.25,eng
2463,Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,4.12,eng
2464,Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories,Randy Cerveny,3.17,eng
2465,Freak Show: Presenting Human Oddities for Amusement and Profit,Robert Bogdan,3.88,eng
2466,Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,4.06,eng
2467,Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,4.06,eng
2468,Jesus Freaks,Andre Duza,3.69,eng
2469,Category: Freaks  Vol. 1 (Category: Freaks  #1),Sakurako Gokurakuin/Lindsey Johnston,3.55,eng
2470,Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,Kate Bornstein/Sara Quin,4.03,eng
2471,Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,David Rakoff,3.72,eng
2472,I Hope They Serve Beer in Hell (Tucker Max  #1),Tucker Max,3.51,eng
2473,Holidays on Ice,David Sedaris,3.92,eng
2474,The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,4.21,eng
2475,The Long Walk,Richard Bachman/Stephen King,4.11,eng
2476,Long Walk to Freedom: Autobiography of Nelson Mandela,Nelson Mandela/Kofi Annan/Danny Glover,4.33,eng
2477,Navajo Long Walk,Nancy M. Armstrong/Paulette Livers-Lambert,3.45,eng
2478,The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,eng
2479,The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,3.99,eng
2480,The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch/Peter Putnam/Joseph Reese Strayer,4.05,eng
2481,Charles Dickens as a Legal Historian,William Holdsworth,4.0,eng
2482,The Progressive Historians: Turner  Beard  Parrington (Phoenix Book),Richard Hofstadter,3.89,eng
2483,What Did the Constitution Mean to Early Americans? (Historians at Work),Edward Countryman,3.29,eng
2484,The Historian,Elizabeth Kostova/Paul Michael/Justine Eyre,3.78,eng
2485,See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,3.93,eng
2486,In a Dry Season (Inspector Banks  #10),Peter Robinson,4.13,eng
2487,Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,East Bay M. U. D. Staff/Nora Harlow/Jill M. Singleton/Barrie D. Coate/Kristine Sandoe,4.3,eng
2488,In Focus: National Geographic Greatest Portraits,Leah Bendavid-Val/National Geographic Society,4.24,eng
2489,Portrait Photographer's Handbook,Bill Hurter,3.62,eng
2490,Portrait in Death (In Death  #16),J.D. Robb,4.39,eng
2491,Posing for Portrait Photography: A Head-To-Toe Guide,Jeff   Smith,3.38,eng
2492,Le Portrait de Dorian Gray,Oscar Wilde/Michel Etienne/Daniel Mortier,4.08,fre
2493,The Portrait of Dorian Gray,Oscar Wilde/Elizabeth  Gray,4.08,eng
2494,The Picture of Dorian Gray,Oscar Wilde/Donald L. Lawler,4.08,eng
2495,The Picture of Dorian Gray,Oscar Wilde/Michael Gillespie,4.08,eng
2496,The Picture of Dorian Gray,Oscar Wilde/Joseph Bristow,4.08,eng
2497,An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh,Usamah ibn Munqidh/Philip Khuri Hitti/Richard W. Bulliet,3.95,eng
2498,Technical Manual and Dictionary of Classical Ballet,Gail Grant,4.38,eng
2499,The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,Eliza Gaynor Minden,4.35,eng
2500,Ballet Class,John         Green/Caroline Denzler,3.77,eng
2501,NYC Ballet Workout,Peter Martins/Paul Kolnik/Richard Corman/Howard  Kaplan,4.01,eng
2502,The Illustrated Book of Ballet Stories (with CD),Barbara  Newman/Gill Tomblin/Darcey Bussell,4.18,eng
2503,Lara's Leap of Faith (The Royal Ballet School Diaries  #2),Alexandra Moss/Veronica Bennett,4.07,eng
2504,Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),Alexandra Moss,4.06,eng
2505,The Barefoot Book Of Ballet Stories,Jane Yolen,4.21,eng
2506,Boys or Ballet? (Royal Ballet School Diaries  #8),Alexandra Moss,3.92,eng
2507,101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,George Balanchine/Francis Mason,4.0,eng
2508,Ballet for Dummies,Scott Speck/Evelyn Cisneros,4.01,eng
2509,Time for Ballet,Adèle Geras/Shelagh McNicholas/Adèle Geras,3.72,eng
2510,Ballet in Western Culture: A History of Its Origins and Evolution,Carol Lee,3.53,eng
2511,Angelina's Ballet Class,Katharine Holabird/Helen Craig,3.88,eng
2512,San Francisco Ballet at Seventy-Five,Janice Ross/Allan Ulrich/Brigitte Lefevre,4.33,eng
2513,Ballet and Modern Dance,Susan Au,3.74,eng
2514,Teaching Classical Ballet,John               White,4.47,eng
2515,Drat! We're Rats! (Scrambled Legs  #1),Jahnna N. Malcolm,3.69,eng
2516,Battle of the Bunheads (Scrambled Legs  #2),Jahnna N. Malcolm,3.5,eng
2517,Blubberina (Scrambled Legs  #5),Jahnna N. Malcolm,3.29,eng
2518,The Books in My Life,Henry Miller,3.81,eng
2519,The Smoke Jumper,Nicholas Evans,4.06,eng
2520,La casa de los espíritus,Isabel Allende,4.23,spa
2521,Last Chance Saloon,Marian Keyes,3.81,eng
2522,Anybody Out There? (Walsh Family  #4),Marian Keyes,3.92,eng
2523,Watermelon (Walsh Family  #1),Marian Keyes,3.78,eng
2524,Rachel's Holiday (Walsh Family  #2),Marian Keyes,3.95,eng
2525,Lucy Sullivan Is Getting Married,Marian Keyes,3.77,eng
2526,Essays and Stories by Marian Keyes: Bags  Trips  Make-up Tips  Charity  Glory  and the Darker Side of the Story,Marian Keyes,3.82,eng
2527,No Dress Rehearsal,Marian Keyes,3.29,eng
2528,Fullmetal Alchemist  Vol. 10,Hiromu Arakawa/Akira Watanabe,4.6,eng
2529,Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),Hiromu Arakawa/Akira Watanabe,4.56,eng
2530,The House of the Spirits,Isabel Allende/Magda Botin,4.23,eng
2531,The House of the Spirits,Isabel Allende/Madga Bogin/Christopher Hitchens,4.23,eng
2532,"How To Meditate: An Anthology Of Talks On Meditation And ""Meditation: The Bridge Is Flowing But The River Is Not""",Frederick P. Lenz,0.0,eng
2533,Insights: Talks On The Nature Of Existence,Frederick P. Lenz,0.0,eng
2534,Palestine: Peace Not Apartheid,Jimmy Carter,3.82,eng
2535,Our Endangered Values: America's Moral Crisis,Jimmy Carter,3.88,eng
2536,An Hour Before Daylight: Memories of a Rural Boyhood,Jimmy Carter,3.91,eng
2537,The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry,Steven F. Hayward,3.32,eng
2538,The Virtues of Aging,Jimmy Carter,3.55,eng
2539,Living Faith,Jimmy Carter,3.8,eng
2540,Sharing Good Times,Jimmy Carter,3.47,eng
2541,Until I Find You,John Irving,3.63,eng
2542,Atlas Shrugged,Ayn Rand,3.69,eng
2543,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,eng
2544,Atlas Shrugged,Ayn Rand,3.69,eng
2545,Atlas Shrugged,Ayn Rand,3.69,eng
2546,Skinny Legs and All,Tom Robbins,4.04,eng
2547,Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,4.19,eng
2548,Free Play: Improvisation in Life and Art,Stephen Nachmanovitch,4.14,eng
2549,The Sari Shop,Rupa Bajwa,3.44,eng
2550,Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.64,eng
2551,Shopaholic and Sister (Shopaholic  #4),Sophie Kinsella,3.66,eng
2552,Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,3.76,eng
2553,Shopaholic Ties the Knot (Shopaholic  #3),Sophie Kinsella,3.78,eng
2554,Shopaholic & Baby (Shopaholic  #5),Sophie Kinsella,3.79,eng
2555,The Secret Dreamworld of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.64,eng
2556,The Story of Chicago May,Nuala O'Faolain,3.24,eng
2557,Chicago Stories,James T. Farrell/Charles Fanning,3.89,eng
2558,Chicago Stories: Tales of the City,John  Miller/Stuart Dybek,3.6,eng
2559,The Basic Works of Aristotle,Aristotle/Richard Peter McKeon/C.D.C. Reeve,4.24,eng
2560,Fear and Trembling and The Sickness Unto Death,Søren Kierkegaard/Walter Lowrie,4.1,eng
2561,Selections from Don Quixote - Selecciones de Don Quijote de la Mancha,Miguel de Cervantes Saavedra/Stanley Appelbaum,3.34,mul
2562,The Complete Collected Poems,Maya Angelou,4.42,eng
2563,Hegel's Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/A.V. Miller/John Niemeyer Findlay,3.93,eng
2564,Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/Yirmiyahu Yovel,4.06,eng
2565,Hegel's Phenomenology of Spirit,Martin Heidegger/Kenneth Maly/Parvis Emad,4.18,eng
2566,Plato: Complete Works,Plato/John M. Cooper/Benjamin Jowett/Dorothea Frede/Alexander Nehamas/Paul Woodruff/Anthony Kenny/Rosamond Kent Sprague/Nicholas D. Smith/Karen Bell/D.S. Hutchinson/Donald J. Zeyl/Francisco J. González/Diskin Clay/Malcolm Schofield/Glenn R. Morrow/Jonathan Barnes/G.M.A. Grube/Brad Inwood/Mark Joyal/Jackson P. Hershbell/J.M. Edmonds/C.D.C. Reeve/Myles Burnyeat/Nicholas P. White/Mary Louise Gill/C.J. Rowe/Stanley Lombardo/David Gallop/Jeffrey Mitscherling/Richard D. McKiharan Jr./Andrew S. Becker/Mark Reuter/M.J. Levett/Paul        Ryan,4.35,eng
2567,A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,Christopher Biffle/Plato,4.33,eng
2568,Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,3.82,eng
2569,The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,3.9,eng
2570,Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.4,eng
2571,Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,Miroslav Volf,4.27,eng
2572,A Time to Embrace (Timeless Love  #2),Karen Kingsbury,4.35,eng
2573,Devil's Embrace (Devil  #1),Catherine Coulter,3.8,eng
2574,The Book of Embraces,Eduardo Galeano/Cedric Belfrage/Mark Schafer,4.3,eng
2575,Experiencing Father's Embrace,Jack Frost,4.33,eng
2576,A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,4.21,eng
2577,Memory's Embrace (Corbins  #3),Linda Lael Miller,4.19,eng
2578,Beauty: The Invisible Embrace,John O'Donohue,4.47,eng
2579,Embrace,Mark Behr,3.8,eng
2580,Saving Fish from Drowning,Amy Tan,3.43,eng
2581,Un Lugar Llamado Nada,Amy Tan/Claudia Conde,3.43,spa
2582,Virginia Woolf: An Inner Life,Julia Briggs,4.15,eng
2583,Measure for Measure,William Shakespeare,3.68,eng
2584,Henry Adams and the Making of America,Garry Wills,3.79,eng
2585,Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi/Mattias Ripa,4.25,eng
2586,Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi/Anjali Singh,4.24,eng
2587,Chicken with Plums,Marjane Satrapi,3.86,eng
2588,Embroideries,Marjane Satrapi/Anjali Singh,3.86,eng
2589,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón/Lucia Graves,4.26,eng
2590,Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry/Ridley Pearson/Greg Call,4.16,eng
2591,Ender's Shadow (The Shadow Series  #1),Orson Scott Card,4.31,eng
2592,Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,3.95,eng
2593,Shadow Dance (Buchanan-Renard  #6),Julie Garwood,4.0,eng
2594,The Shadow Rising (The Wheel of Time  #4),Robert Jordan,4.24,eng
2595,The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,David Horowitz/Richard Poe,4.2,eng
2596,Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara/Michelle Sagara West,3.79,eng
2597,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,4.04,eng
2598,In Praise of Shadows,Jun'ichirō Tanizaki/Thomas J. Harper/Edward G. Seidensticker,4.09,eng
2599,Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,4.4,eng
2600,Shadow Game (GhostWalkers  #1),Christine Feehan,4.12,eng
2601,The Elephant Vanishes,Haruki Murakami/Alfred Birnbaum/Jay Rubin,3.86,eng
2602,Sputnik Sweetheart,Haruki Murakami/Philip Gabriel,3.83,eng
2603,Back to Wando Passo,David     Payne,3.25,eng
2604,Still Life with Woodpecker,Tom Robbins,4.05,eng
2605,Half Asleep in Frog Pajamas,Tom Robbins,3.74,eng
2606,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,eng
2607,PanAroma: Jitterbug Perfume,Tom Robbins/Nikolaus Hansen,4.25,ger
2608,Ein Platz für Hot Dogs: Another Roadside Attraction,Tom Robbins/Pociao/Roberto de Hollanda,3.98,ger
2609,Halbschlaf im Froschpyjama,Tom Robbins/Pociao/Walter Hartmann,3.74,ger
2610,God Bless You  Mr. Rosewater,Kurt Vonnegut Jr.,3.96,eng
2611,Wampeters  Foma and Granfalloons,Kurt Vonnegut Jr.,3.79,eng
2612,Mother Night,Kurt Vonnegut Jr.,4.22,eng
2613,Galápagos,Kurt Vonnegut Jr.,3.88,eng
2614,Timequake,Kurt Vonnegut Jr.,3.72,eng
2615,Slapstick  or Lonesome No More!,Kurt Vonnegut Jr.,3.87,eng
2616,Like Shaking Hands with God: A Conversation About Writing,Kurt Vonnegut Jr./Lee Stringer,3.72,eng
2617,Palm Sunday: An Autobiographical Collage,Kurt Vonnegut Jr.,3.77,eng
2618,Sun  Moon  Star,Kurt Vonnegut Jr./Ivan Chermayeff,3.78,eng
2619,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,4.36,eng
2620,Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,4.41,eng
2621,Farewell Summer (Green Town  #3),Ray Bradbury,3.72,eng
